Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,16.2,16.2,16.7,16.7,16.7,16.7,26.3,26.3,27.1,27.1,26.2
Equatorial Guinea,GNQ,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,23.3,23.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19
Greece,GRC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,35,35,35,35,35.2,35.2,35.2,35.2,35.2,35.2,35
Grenada,GRD,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.2,9.3,9.3,9.3,9.8,9.8,9.5,9.5,9.5,9.5,8.8
Greenland,GRL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,41.2,41.2,41.3,41.2,41.2,41.1,41.1,41.6,41.1,41.1,41.9
Guatemala,GTM,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,31.7,31.7,31.7,31.7,20,20,20.1,20.1,20.1,20.1,20.1
Guam,GUM,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,21.9,21.9,22.5,22.5,22.5,22.5,2.7,4.5,4.5,4.5,4.2
Guyana,GUY,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.4
High income,HIC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85128527,14.47148518,14.47412219,14.01981841,14.46640597,14.36394901,14.67159876,14.98200841,15.66133343,15.80398965,16.07725223,16.61128007
"Hong Kong SAR, China",HKG,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,42.1,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,42
Honduras,HND,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,27.9,28,28.4,28.4,23.9,23.9,23.5,23.5,23.5,23.5,23.4
Heavily indebted poor countries (HIPC),HPC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.22913829,15.40272662,15.80415737,16.40125201,16.61889456,16.58044663,16.18799742,16.50698601,16.57772606,16.60061124,16.6726967,16.84330305
Croatia,HRV,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,38,38,38.2,38.3,38.3,38.3,38.4,38.4,38.5,38.5,38.4
Haiti,HTI,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,1.9,1.9,7.1,7.1,8.6,8.6,8.6,8.6
Hungary,HUN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6
IBRD only,IBD,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.67635281,15.11286785,14.69259704,14.72179555,14.73854132,14.53502776,14.68761829,15.23762427,15.47309313,15.49487406,15.59528309,15.75916147
IDA & IBRD total,IBT,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.52006342,14.80753747,14.51678063,14.66157472,14.71694597,14.55296482,14.60234444,15.11562109,15.30333717,15.32286466,15.44018722,15.66575134
IDA total,IDA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07240156,13.93298608,14.01319339,14.48908547,14.65509086,14.60434156,14.36416907,14.77485839,14.8291977,14.84243121,15.00699435,15.40485077
IDA blend,IDB,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.73429054,14.43211136,14.42735784,14.71846447,14.71871468,14.72601069,14.82630908,14.77318327,14.78261995,14.75902887,15.18081361,16.50143421
Indonesia,IDN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,11.8,11.9,11.9,11.9,12.2,12.2,12.2,12.2,12.2,12.2,12
IDA only,IDX,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90816247,13.80913656,13.91042547,14.43216894,14.63930368,14.57415142,14.25303356,14.77526123,14.84039873,14.86248782,14.96519426,15.14114418
Isle of Man,IMN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3.7,3.7,5.5,5.5,5.5,5.5,5.5,5.8,4.6
India,IND,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,6,6,6,6,6,6,7.5,7.5,7.5,7.7
Not classified,INX,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4
"Iran, Islamic Rep.",IRN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.2,7.2,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6
Iraq,IRQ,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.9,0.9,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Iceland,ISL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,16.7,16.7,17.4,18.2,18.2,19.5,19.9,20.3,20.8,20.8,20.9
Israel,ISR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,19.9,19.9,19.9,19.9,19.9,24.5,24.5,24.5,24.5,24.5,27.6
Italy,ITA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.6,21.6,21.6
Jamaica,JAM,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,16.2,20,20,19.9
Jordan,JOR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.7,1.7,1.7,1.8,1.8,3.1,4.5,4.5,4.5,4.5,5.4
Japan,JPN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,19.4,19.4,29.4,29.4,29.4,29.4,29.4,29.7,29.7,29.7,29.5
Kazakhstan,KAZ,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,3.3,3.3,3.3,3.3,3.3,10,10,10,10,10.1
Kenya,KEN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,12.2,12.2,12.4,12.4,12.4,12.4,12.4,12.4,12.2,12.2,14
Kyrgyz Republic,KGZ,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.5,6.5,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.8
Cambodia,KHM,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,26,26,26,26,26,26,39.7,39.7,39.7,39.7,39.8
Kiribati,KIR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,22.2,22.2,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.9
St. Kitts and Nevis,KNA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,3.3,3.3,3.3,3.3,22.9,22.9,22.9,22.9,22.9,16.9
"Korea, Rep.",KOR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,7.6,7.6,11.2,11.2,11.7,15.7,16.7,17,17,17,17.4
Kuwait,KWT,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,18.8,18.8,17.5,17.5,17.5,17.1,17.1,17.1,17.1,17,17.1
Latin America & Caribbean (excluding high income),LAC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16808405,22.8128048,22.49911171,22.12353265,22.12593836,22.44254926,22.88356814,22.91746409,22.98113564,23.01100584,23.15288796,23.29224337
Lao PDR,LAO,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,16.7,16.7,16.7,16.7,16.7,16.7,18.7,18.7,18.7,19,18.8
Lebanon,LBN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.9,1.9,1.9,7.9
Liberia,LBR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,2.5,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4
Libya,LBY,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1
St. Lucia,LCA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,16.8,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.2
Latin America & Caribbean,LCN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25560902,23.72123712,23.45329178,23.12837941,23.13422554,23.42008966,23.88542559,24.10162031,24.15659901,24.18238757,24.30851398,24.4424062
Least developed countries: UN classification,LDC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76728298,13.22949832,13.30686608,13.82990173,14.03779056,13.99911297,13.69883982,14.32389619,14.38928604,14.4114607,14.73995219,14.91774343
Low income,LIC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.18381985,10.81748401,10.9429648,11.27382179,11.50134782,11.55133857,11.0139948,11.84446639,11.81843303,11.83750999,11.83750999,12.08962109
Liechtenstein,LIE,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,42.2,42.2,42.2,11.9,11.9,42.2,42.6,42.6,42.6,42.6,44.8
Sri Lanka,LKA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,23.2,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,30
Lower middle income,LMC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.44089695,17.26789521,16.16089185,16.57941032,16.63898561,16.59161082,16.76733587,16.25181751,16.4938774,16.49797118,17.05119198,17.45399452
Low & middle income,LMY,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.49753378,15.23641994,14.86595867,15.02305492,15.09185391,14.89568175,14.92697562,15.15517328,15.3807316,15.40527049,15.5764097,15.83203458
Lesotho,LSO,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,21.3,23.4
Late-demographic dividend,LTE,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.62936867,16.33044111,15.49901438,15.66348715,15.68923122,15.49559077,15.70987674,16.63590662,16.63225071,16.62776303,16.64887192,16.91075678
Lithuania,LTU,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,16.9,16.9,16.9,17,17,17,17,17.1,17.1,17.1,17.8
Luxembourg,LUX,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,34.9,32.5,42,40.9,40.9,51.2,51.2,51.3,55.8,55.8,38.7
Latvia,LVA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.5
"Macao SAR, China",MAC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,8.7,8.7,16.3,12.8,12.8,12.8,12.8,12.8,12.8,12.8,9.3
Morocco,MAR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,100,30.8,30.8,30.8,30.8,30.8,4.3,2.2,2.2,2.2,2.1
Monaco,MCO,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,23,33.2,33.2,33.2,33.2,33.2,10.2,10.2,10.2,20.9
Moldova,MDA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,11.4,11.4,11.4,11.5
Madagascar,MDG,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5.2,5.6,5.6,5.6,7.5,7.5,7.5,7.5,12.7
Maldives,MDV,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.1,1.1,1.2,1.2,1.2,2.3,2.3,2.3,2.3,3
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.960384714,13.06929769,10.74593129,6.633892072,6.750061433,6.754150782,6.771119681,5.519789171,5.474307923,5.474670042,7.203578031,8.632909177
Mexico,MEX,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,13.7,13.7,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.6,15.3
Marshall Islands,MHL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,15.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,16.6
Middle income,MIC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1862314,16.15481422,15.68128054,15.80226382,15.83800102,15.59067347,15.77980855,15.8767408,16.15713345,16.18286276,16.3913017,16.64769241
North Macedonia,MKD,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,9.7,9.7,9.7,9.7,9.7,10.6,9,12.5,15.4,15.4,28.2
Mali,MLI,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,8.3,8.3,8.2,8.2,8.2,8.2,7.5,7.5,7.5,7.5,7.5
Malta,MLT,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23.2,23.2,24.1,30.3,30.3,30.2,30.6,30.6,30.6,30.6,28.9
Myanmar,MMR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.1,7.1,7.2,7.2,6.4,6.4,6.6,6.6,6.6,6.6,6.6
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.622757344,9.73898304,6.85358199,7.133780809,7.135499338,7.135499338,7.147428724,5.579948232,5.491701112,5.491701112,5.492713112,6.114458761
Montenegro,MNE,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,4.1,4.1,4.1,6.4,6.4,10.5,13.8,13.8,13.9,13.9,21.7
Mongolia,MNG,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,17.4,17.4,17.4,17.7,17.7,17.7,19.8,19.8,19.8,19.8,19.8
Northern Mariana Islands,MNP,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,100,7.6,7.7,7.7,7.7,7.7,7.7,7.7,7.7,2.8,2.8
Mozambique,MOZ,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17.2,19.3,21.6,21.6,21.6,21.6,29.5,29.5,29.5,29.5,29.5
Mauritania,MRT,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Mauritius,MUS,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,5
Malawi,MWI,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,16.9,16.9,16.9,17.4,22.9,22.9,22.9,22.9,22.9,22.9,23.1
Malaysia,MYS,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,19.1,19.1,19.1,19.1,19.1,19.1,13.3,13.3,13.3,13.3,13.3
North America,NAC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.44980017,11.20577474,11.1545802,11.31055328,11.55456492,11.25934495,11.97606853,10.82726754,12.4368194,12.84637574,12.84876519,12.89996048
Namibia,NAM,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,39.9,39.9
New Caledonia,NCL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,52.6,54.6,54.4,54,54.4,59.7,59.7,59.7,59.7,59.7,59.6
Niger,NER,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,17.3,17.3,17.3,17.3,17.3,17.3,18.2,18.2,18.2,18.2,18.2
Nigeria,NGA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9
Nicaragua,NIC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,37.2,37.2,37.2,37.2,37.2,37.2,21.3,21.3,21.3,21.3,21.2
